Player,Player ID,Date of Birth,Team,TOI (sec),TOI (min),Total Games played,Total TOI/GP (sec),Total TOI/GP (min),G,A,PTS,+/-,S,Sh%,Position,Expected Goals For WOI,Actual to Expected Goals For WOI,Expected Goals Against WOI,Actual to Expected Goals Against WOI,Shot Attempts For WOI,Corsi Ratio,Shot Attempts Against WOI,Shots On Net For WOI,Shots On Net Ratio,Shots On Net Against WOI,Inner Slot Shots On Net For WOI,Inner Slot Shots On Net Against WOI,Inner Slot Shots On Net Corsi Ratio,Successful Pass to Slot For WOI,Successful Pass to Slot Against WOI,DZ Rebound Recovery Rate WOI,Successful OZ Rebound LPRs Against WOI
Angus Crookshank,8481065,1999-10-02,OTT,7878.183333333323,131:18,13,606.0141025641018,10:06,2,1,3,-3,20,0.1,F,3.3738500403958556,0.6261499596041442,5.868025112175765,2.131974887824233,112.0,0.4534412955465587,135.0,54.0,0.421875,74.0,10.0,12.0,0.4545454545454545,19.0,29.0,0.575,17.0
Sheldon Rempal,8480776,1995-08-07,VGK,5375.233333333332,89:35,9,597.248148148148,9:57,2,1,3,-2,15,0.13333333333333333,F,3.3559889887987935,-0.3559889887987934,3.4269457956363105,0.5730542043636893,67.0,0.3964497041420118,102.0,43.0,0.4777777777777778,47.0,12.0,7.0,0.631578947368421,18.0,22.0,0.5,15.0
Vinnie Hinostroza,8476994,1994-04-03,PIT,8160.9299999999985,136:01,14,582.9235714285713,9:43,1,2,3,-3,31,0.03225806451612903,F,6.695727259108707,-2.695727259108706,7.160615364779755,-1.1606153647797552,144.0,0.5017421602787456,143.0,86.0,0.5375,74.0,19.0,24.0,0.4418604651162791,19.0,33.0,0.48,26.0
Steven Lorentz,8478904,1996-04-13,FLA,20005.016666666674,333:25,38,526.447807017544,8:46,1,2,3,-9,29,0.034482758620689655,F,10.129068340754978,-6.129068340754976,13.552710523824604,0.4472894761753963,285.0,0.5017605633802817,283.0,150.0,0.4918032786885246,155.0,24.0,34.0,0.4137931034482758,49.0,51.0,0.5151515151515151,48.0
Brock McGinn,8476934,1994-02-02,ANA,15940.88,265:41,24,664.2033333333334,11:04,1,2,3,-6,26,0.038461538461538464,F,8.510930467840202,-2.5109304678402022,15.354019919955723,-2.35401991995573,188.0,0.3797979797979798,307.0,108.0,0.3870967741935484,171.0,24.0,38.0,0.3870967741935484,30.0,79.0,0.4909090909090909,56.0
Anthony Richard,8478409,1996-12-20,BOS,5715.516666666668,95:16,9,635.0574074074076,10:35,1,2,3,0,7,0.14285714285714285,F,3.29097053782376,0.70902946217624,5.3254243511716615,-1.3254243511716597,69.0,0.359375,123.0,37.0,0.3814432989690721,60.0,12.0,12.0,0.5,13.0,15.0,0.5517241379310345,14.0
Jonas Rondbjerg,8480007,1999-03-31,VGK,13521.823333333334,225:22,20,676.0911666666667,11:16,1,2,3,2,21,0.047619047619047616,F,5.4741698127906195,-2.474169812790617,9.298697557446523,-6.298697557446526,173.0,0.4413265306122449,219.0,82.0,0.431578947368421,108.0,15.0,14.0,0.5172413793103449,27.0,41.0,0.4852941176470588,35.0
Ben Meyers,8483570,1998-11-15,ANA,13952.929999999997,232:33,23,606.6491304347825,10:07,1,2,3,-5,14,0.07142857142857142,F,4.80761940187642,0.192380598123579,7.655021889989765,4.344978110010236,158.0,0.4593023255813953,186.0,73.0,0.4451219512195122,91.0,13.0,17.0,0.4333333333333333,29.0,50.0,0.6111111111111112,21.0
Mason Shaw,8479972,1998-11-03,MIN,9791.683333333329,163:12,20,489.5841666666664,8:10,1,2,3,0,20,0.05,F,4.04518600388507,0.9548139961149296,5.772432811880238,-0.7724328118802392,118.0,0.3973063973063973,179.0,66.0,0.4370860927152318,85.0,7.0,14.0,0.3333333333333333,22.0,33.0,0.6274509803921569,19.0
Jakob Pelletier,8481592,2001-03-07,CGY,7225.800000000003,120:26,13,555.8307692307694,9:16,1,2,3,1,9,0.1111111111111111,F,4.132472330216006,0.8675276697839955,4.732318809550208,-0.7323188095502092,92.0,0.4509803921568627,112.0,50.0,0.4716981132075472,56.0,6.0,10.0,0.375,9.0,31.0,0.5555555555555556,16.0
Liam Foudy,8480853,2000-02-04,NSH,7772.589999999995,129:33,13,597.8915384615381,9:58,0,3,3,-2,7,0%,F,4.804164685115886,0.1958353148841131,7.8320681507814065,-0.8320681507814057,95.0,0.4130434782608695,135.0,50.0,0.3875968992248062,79.0,12.0,20.0,0.375,23.0,29.0,0.5,27.0
Brandon Biro,8482061,1998-03-11,BUF,3251.7700000000045,54:12,5,650.354000000001,10:50,2,0,2,1,2,1,F,2.702339294390712,0.297660705609288,3.796055653466273,-0.7960556534662739,33.0,0.3402061855670103,64.0,17.0,0.34,33.0,7.0,10.0,0.4117647058823529,6.0,16.0,0.4,12.0
Adam Edström,8481726,2000-10-12,NYR,5551.533333333329,92:32,11,504.6848484848481,8:25,2,0,2,2,9,0.2222222222222222,F,3.302308399083715,-0.3023083990837155,3.973443937842572,-2.9734439378425717,72.0,0.4044943820224719,106.0,34.0,0.3777777777777777,56.0,9.0,9.0,0.5,16.0,17.0,0.5666666666666667,13.0
Chris Wagner,8475780,1991-05-27,COL,5806.76666666666,96:47,13,446.6743589743584,7:27,1,1,2,3,16,0.0625,F,2.61047825827777,1.3895217417222303,4.431300043719564,-2.431300043719564,77.0,0.4230769230769231,105.0,45.0,0.4545454545454545,54.0,8.0,8.0,0.5,7.0,14.0,0.5517241379310345,13.0
Denis Gurianov,8478495,1997-06-07,PHI,13172.383333333337,219:32,18,731.7990740740742,12:12,1,1,2,4,24,0.041666666666666664,F,8.555724913049128,-0.5557249130491269,5.725096613450204,-1.7250966134502046,211.0,0.5288220551378446,188.0,109.0,0.5647668393782384,84.0,21.0,15.0,0.5833333333333334,47.0,25.0,0.42,29.0
Adam Erne,8477454,1995-04-20,EDM,11259.043333333337,187:39,24,469.1268055555556,7:49,1,1,2,0,11,0.09090909090909091,F,6.902008770638463,-0.9020087706384609,6.232335647268975,-0.2323356472689732,153.0,0.4751552795031056,169.0,71.0,0.4465408805031446,88.0,25.0,15.0,0.625,40.0,35.0,0.6,16.0
Riley Tufte,8479362,1998-04-10,COL,3332.656666666669,55:33,5,666.5313333333337,11:07,1,1,2,-2,7,0.14285714285714285,F,1.6954576276654751,0.3045423723345248,3.4858561174171943,0.5141438825828062,43.0,0.43,57.0,22.0,0.4150943396226415,31.0,4.0,11.0,0.2666666666666666,6.0,14.0,0.3888888888888889,11.0
Jiri Smejkal,,,OTT,11359.466666666667,189:19,20,567.9733333333335,9:28,1,1,2,-6,10,0.1,F,4.156714866677783,-1.1567148666777851,8.441286282515671,-0.4412862825156713,159.0,0.4635568513119533,184.0,69.0,0.4339622641509434,90.0,7.0,14.0,0.3333333333333333,22.0,34.0,0.5769230769230769,22.0
Carson Meyer,8480292,1997-08-18,CBJ,7639.7000000000035,127:20,14,545.6928571428574,9:06,1,1,2,-2,9,0.1111111111111111,F,3.598895372007324,-0.5988953720073231,7.195329518014711,-2.1953295180147103,105.0,0.4320987654320987,138.0,47.0,0.3983050847457627,71.0,10.0,16.0,0.3846153846153846,17.0,29.0,0.5106382978723404,22.0
Danil Gushchin,8482101,2002-02-06,SJS,3516.6166666666645,58:37,4,879.1541666666661,14:39,1,1,2,-2,4,0.25,F,0.8186619160554668,1.181338083944533,3.614527743363032,0.3854722566369677,36.0,0.3214285714285714,76.0,15.0,0.2727272727272727,40.0,2.0,10.0,0.1666666666666666,9.0,25.0,0.5,10.0
Vasiliy Ponomarev,,,CAR,1160.083333333331,19:20,2,580.0416666666655,9:40,1,1,2,1,1,1,F,,,,,,,,,,,,,,,,,
Matthew Rempe,8482460,2002-06-29,NYR,5721.766666666664,95:22,17,336.57450980392144,5:37,1,1,2,1,11,0.09090909090909091,F,4.098948977596793,-0.0989489775967933,4.211042924909692,-1.2110429249096928,85.0,0.4913294797687861,88.0,42.0,0.4615384615384615,49.0,10.0,7.0,0.5882352941176471,18.0,15.0,0.3703703703703703,17.0
Liam Öhgren,8483499,2004-01-28,MIN,3478.3999999999996,57:58,4,869.5999999999999,14:30,1,1,2,0,6,0.16666666666666666,F,1.5608139575860898,1.4391860424139102,2.754039850573444,-0.754039850573444,48.0,0.4848484848484848,51.0,25.0,0.4716981132075472,28.0,4.0,6.0,0.4,11.0,12.0,0.5,7.0
Milan Lucic,8473473,1988-06-07,BOS,2855.8733333333307,47:36,4,713.9683333333327,11:54,0,2,2,0,1,0%,F,,,,,,,,,,,,,,,,,
Nic Petan,8477464,1995-03-22,MIN,3890.0133333333297,64:50,6,648.3355555555548,10:48,0,2,2,-2,11,0%,F,4.265613602723987,-1.2656136027239873,2.557079710038455,1.4429202899615448,76.0,0.6129032258064516,48.0,42.0,0.6086956521739131,27.0,6.0,10.0,0.375,10.0,10.0,0.5833333333333334,5.0
Benoit-Olivier Groulx,8480870,2000-02-06,ANA,32929.383333333346,548:49,45,731.7640740740743,12:12,0,2,2,-8,27,0%,F,15.32084301494255,-8.320843014942547,29.848799584685697,-5.848799584685706,381.0,0.3735294117647059,639.0,191.0,0.3767258382642998,316.0,37.0,63.0,0.37,65.0,151.0,0.5,95.0
Matthew Highmore,8478146,1996-02-27,OTT,3233.343333333335,53:53,7,461.9061904761907,7:42,0,2,2,0,1,0%,F,0.7719665249829142,1.2280334750170856,3.084108725905629,2.915891274094371,34.0,0.3238095238095238,71.0,15.0,0.3571428571428571,27.0,2.0,5.0,0.2857142857142857,4.0,16.0,0.3636363636363636,7.0
Cole Koepke,8481043,1998-05-17,TBL,3620.9900000000007,60:21,9,402.3322222222223,6:42,0,2,2,0,11,0%,F,2.5445075556927788,0.4554924443072209,2.5293668399269964,0.4706331600730034,45.0,0.4455445544554455,56.0,26.0,0.4561403508771929,31.0,7.0,4.0,0.6363636363636364,9.0,13.0,0.6666666666666666,5.0
Nikita Alexandrov,8481543,2000-09-16,STL,11744.699999999988,195:45,23,510.6391304347821,8:31,0,2,2,-4,16,0%,F,4.61463453600008,0.3853654639999205,9.093204986056282,-0.0932049860562835,147.0,0.4468085106382978,182.0,70.0,0.4117647058823529,100.0,10.0,22.0,0.3125,20.0,42.0,0.5178571428571429,27.0
Kirby Dach,8481523,2001-01-21,MTL,1560.9599999999996,26:01,2,780.4799999999998,13:00,0,2,2,2,3,0%,F,,,,,,,,,,,,,,,,,
Vasily Podkolzin,8481617,2001-06-24,VAN,12309.666666666675,205:10,19,647.8771929824566,10:48,0,2,2,-4,17,0%,F,7.065898442577668,-2.065898442577668,7.986563233945088,1.0134367660549126,201.0,0.53315649867374,176.0,99.0,0.5,99.0,17.0,17.0,0.5,45.0,29.0,0.5084745762711864,29.0
Adam Beckman,8481550,2001-05-10,MIN,6202.233333333332,103:22,11,563.8393939393939,9:24,0,2,2,-2,13,0%,F,2.433723608861725,-1.4337236088617251,3.5178358496531,0.4821641503468998,74.0,0.387434554973822,117.0,41.0,0.431578947368421,54.0,5.0,10.0,0.3333333333333333,11.0,26.0,0.40625,19.0
Lukas Rousek,8481751,1999-04-20,BUF,9575.156666666677,159:35,15,638.3437777777783,10:38,0,2,2,-1,4,0%,F,4.215012089095957,0.7849879109040435,6.107896134188505,-0.1078961341885048,127.0,0.4792452830188679,138.0,55.0,0.4621848739495798,64.0,7.0,16.0,0.3043478260869565,31.0,36.0,0.4222222222222222,26.0
Mikael Pyyhtiä,8482451,2001-12-17,CBJ,13424.63333333334,223:45,17,789.6843137254906,13:10,0,2,2,-5,17,0%,F,6.476324859389149,-1.4763248593891478,15.299463139035018,-3.299463139035016,163.0,0.3638392857142857,285.0,93.0,0.3765182186234818,154.0,15.0,36.0,0.2941176470588235,29.0,82.0,0.4285714285714285,56.0
Collin Graf,8484911,2002-09-21,SJS,6965.866666666662,116:06,7,995.1238095238087,16:35,0,2,2,-4,3,0%,F,2.501474188832203,0.4985258111677977,6.22522275033531,-0.2252227503353094,68.0,0.3798882681564245,111.0,33.0,0.3666666666666666,57.0,6.0,15.0,0.2857142857142857,22.0,28.0,0.5151515151515151,16.0
Justin Dowling,8475413,1990-10-01,NJD,1259.5999999999956,21:00,2,629.7999999999978,10:30,1,0,1,-2,5,0.2,F,,,,,,,,,,,,,,,,,
Oskar Steen,8479546,1998-03-09,BOS,18508.47,308:28,34,544.3667647058822,9:04,1,0,1,-2,25,0.04,F,6.914419966818379,-0.9144199668183788,11.065967776486335,-3.065967776486334,218.0,0.4282907662082514,291.0,99.0,0.396,151.0,14.0,20.0,0.4117647058823529,37.0,60.0,0.5612244897959183,43.0
Brandon Gignac,8479330,1997-11-07,MTL,4885.116666666668,81:25,7,697.8738095238097,11:38,1,0,1,-3,7,0.14285714285714285,F,1.554604136101624,-0.5546041361016237,4.62986475281107,0.3701352471889299,61.0,0.3860759493670886,97.0,28.0,0.358974358974359,50.0,5.0,12.0,0.2941176470588235,11.0,27.0,0.3793103448275862,18.0
Jason Polin,,,COL,3114.0166666666632,51:54,7,444.8595238095233,7:25,1,0,1,1,6,0.16666666666666666,F,1.0551986441456438,-0.0551986441456436,1.372844475470966,-1.372844475470966,38.0,0.4810126582278481,41.0,22.0,0.5238095238095238,20.0,1.0,2.0,0.3333333333333333,5.0,7.0,0.6428571428571429,5.0
Marc McLaughlin,8483397,1999-07-26,BOS,761.0499999999989,12:41,1,761.0499999999989,12:41,1,0,1,1,2,0.5,F,,,,,,,,,,,,,,,,,
Jonathan Gruden,8480836,2000-05-04,PIT,6762.8600000000015,112:43,13,520.2200000000001,8:40,1,0,1,-2,9,0.1111111111111111,F,2.848200623561706,-1.8482006235617057,5.627209802016069,-0.62720980201607,66.0,0.3402061855670103,128.0,39.0,0.4239130434782608,53.0,6.0,13.0,0.3157894736842105,16.0,29.0,0.5483870967741935,14.0
Nolan Foote,8481518,2000-11-29,NJD,2424.133333333334,40:24,4,606.0333333333335,10:06,1,0,1,-1,6,0.16666666666666666,F,,,,,,,,,,,,,,,,,
Jack Studnicka,8480021,1999-02-18,SJS,15198.506666666664,253:19,22,690.841212121212,11:31,1,0,1,-12,22,0.045454545454545456,F,4.200703643228624,-0.2007036432286249,16.140562672809338,-0.1405626728093392,169.0,0.3814898419864559,274.0,79.0,0.3434782608695652,151.0,10.0,36.0,0.217391304347826,29.0,71.0,0.5168539325842697,43.0
Samuel Fagemo,8481239,2000-03-14,LAK,4409.250000000008,73:29,8,551.156250000001,9:11,1,0,1,-1,12,0.08333333333333333,F,3.177656232566539,-1.1776562325665396,1.7050010461146294,-0.7050010461146297,63.0,0.5526315789473685,51.0,37.0,0.5285714285714286,33.0,7.0,3.0,0.7,15.0,5.0,0.7,6.0
Sam Colangelo,8482118,2001-12-26,ANA,2260.733333333334,37:41,3,753.577777777778,12:34,1,0,1,0,7,0.14285714285714285,F,,,,,,,,,,,,,,,,,
Jean-Luc Foudy,8482147,2002-05-13,COL,1539.166666666667,25:39,4,384.79166666666674,6:25,1,0,1,1,3,0.3333333333333333,F,,,,,,,,,,,,,,,,,
Luca Del Bel Belluz,,,CBJ,578.1666666666684,9:38,1,578.1666666666684,9:38,1,0,1,1,2,0.5,F,,,,,,,,,,,,,,,,,
Nikita Chibrikov,8482787,2003-02-16,WPG,663.9999999999959,11:04,1,663.9999999999959,11:04,1,0,1,0,4,0.25,F,,,,,,,,,,,,,,,,,
Adam Klapka,8483609,2000-09-14,CGY,2427.1166666666654,40:27,6,404.5194444444443,6:45,1,0,1,-1,5,0.2,F,,,,,,,,,,,,,,,,,
Nikita Nesterenko,8481754,2001-09-10,ANA,2072.0333333333338,34:32,3,690.6777777777779,11:31,1,0,1,0,8,0.125,F,,,,,,,,,,,,,,,,,
John Leonard,8481077,1998-08-07,ARI,2470.066666666667,41:10,6,411.6777777777778,6:52,1,0,1,-1,6,0.16666666666666666,F,,,,,,,,,,,,,,,,,
Waltteri Merelä,,,TBL,11200.120000000012,186:40,19,589.4800000000006,9:49,1,0,1,2,13,0.07692307692307693,F,5.367100942187615,-1.3671009421876148,7.546723013121855,-5.546723013121857,131.0,0.4486301369863014,161.0,60.0,0.4081632653061224,87.0,15.0,16.0,0.4838709677419355,31.0,32.0,0.5666666666666667,26.0
Frank Nazar,8483493,2004-01-14,CHI,2903.1333333333328,48:23,3,967.7111111111108,16:08,1,0,1,-4,3,0.3333333333333333,F,,,,,,,,,,,,,,,,,
Logan Couture,8474053,1989-03-28,SJS,6758.700000000005,112:39,6,1126.450000000001,18:46,0,1,1,0,9,0%,F,4.005765466287236,-2.0057654662872353,6.484212470949911,-2.48421247094991,97.0,0.425438596491228,131.0,41.0,0.3831775700934579,66.0,9.0,11.0,0.45,20.0,31.0,0.4358974358974359,22.0
Patrick Brown,8477887,1992-05-29,BOS,5823.3966666666665,97:03,11,529.399696969697,8:49,0,1,1,-3,6,0%,F,1.6938504299070591,0.3061495700929409,5.200849405650182,0.7991505943498163,59.0,0.3641975308641975,103.0,33.0,0.375,55.0,4.0,14.0,0.2222222222222222,5.0,22.0,0.625,9.0
Nicklas Backstrom,8473563,1987-11-23,WSH,6997.686666666656,116:38,8,874.710833333332,14:35,0,1,1,-3,12,0%,F,5.821525711512059,-3.8215257115120607,2.9277305778598017,1.0722694221401987,116.0,0.5771144278606966,85.0,60.0,0.5769230769230769,44.0,15.0,10.0,0.6,34.0,23.0,0.5384615384615384,12.0
Byron Froese,8475278,1991-03-12,VGK,10237.783333333336,170:38,16,639.8614583333334,10:40,0,1,1,-2,18,0%,F,5.4156505842841876,-1.415650584284187,7.159467245407388,-0.1594672454073868,127.0,0.4247491638795986,172.0,74.0,0.4625,86.0,20.0,16.0,0.5555555555555556,23.0,39.0,0.3703703703703703,34.0
Austin Czarnik,8478512,1992-12-12,DET,17192.546666666673,286:33,34,505.6631372549022,8:26,0,1,1,-3,23,0%,F,7.768097086178851,-0.7680970861788524,11.289671840069326,-0.2896718400693304,223.0,0.4477911646586345,275.0,115.0,0.4275092936802974,154.0,15.0,23.0,0.3947368421052631,49.0,51.0,0.5760869565217391,39.0
MacKenzie MacEachern,8476907,1994-03-09,STL,3771.933333333333,62:52,8,471.4916666666666,7:51,0,1,1,-1,2,0%,F,1.881873001154693,0.1181269988453073,1.895968800915055,1.1040311990849452,33.0,0.33,67.0,20.0,0.425531914893617,27.0,4.0,5.0,0.4444444444444444,6.0,12.0,0.5,7.0
Will Lockwood,8479367,1998-06-20,FLA,12780.066666666657,213:00,26,491.5410256410252,8:12,0,1,1,3,22,0%,F,7.844293908375535,-2.844293908375538,4.182438439786903,-2.1824384397869028,185.0,0.5377906976744186,159.0,106.0,0.572972972972973,79.0,23.0,10.0,0.696969696969697,28.0,27.0,0.5833333333333334,20.0
Kurtis MacDermid,8477073,1994-03-25,NJD,4188.033333333331,69:48,45,261.7520833333332,4:22,0,1,1,1,4,0%,F,1.3139475470194213,0.6860524529805788,2.838643602054491,-1.8386436020544912,44.0,0.4,66.0,22.0,0.3548387096774194,40.0,4.0,8.0,0.3333333333333333,8.0,17.0,0.5909090909090909,9.0
Maxime Comtois,8480031,1999-01-08,CAR,785.5666666666662,13:06,1,785.5666666666662,13:06,0,1,1,0,1,0%,F,,,,,,,,,,,,,,,,,
Jan Jenik,8480890,2000-09-15,ARI,2509.050000000001,41:49,5,501.8100000000002,8:22,0,1,1,-1,3,0%,F,,,,,,,,,,,,,,,,,
Rasmus Kupari,8480845,2000-03-15,WPG,15371.506666666664,256:12,28,548.9823809523808,9:09,0,1,1,-5,29,0%,F,6.4188655179687375,-3.418865517968738,10.734519002488115,3.265480997511888,182.0,0.4493827160493827,223.0,95.0,0.4260089686098655,128.0,11.0,28.0,0.282051282051282,25.0,54.0,0.5945945945945946,30.0
Milos Kelemen,8483597,1999-07-06,ARI,4608.256666666666,76:48,10,460.8256666666666,7:41,0,1,1,-2,6,0%,F,1.8056558151299096,0.1943441848700908,3.742473121750233,0.2575268782497675,46.0,0.4035087719298245,68.0,25.0,0.3846153846153846,40.0,3.0,8.0,0.2727272727272727,10.0,12.0,0.5,13.0
Ruslan Iskhakov,8481016,2000-07-22,NYI,849.7000000000019,14:10,1,849.7000000000019,14:10,0,1,1,0,2,0%,F,,,,,,,,,,,,,,,,,
Aku Räty,,,ARI,702.8666666666683,11:43,1,702.8666666666683,11:43,0,1,1,0,0,0%,F,,,,,,,,,,,,,,,,,
Brad Lambert,8483471,2003-12-19,WPG,828.7333333333313,13:49,1,828.7333333333313,13:49,0,1,1,1,2,0%,F,,,,,,,,,,,,,,,,,
Roby Jarventie,,,OTT,3158.520000000001,52:39,7,451.21714285714296,7:31,0,1,1,-5,4,0%,F,1.1382889427734435,-0.1382889427734437,3.0096374765803477,2.990362523419652,35.0,0.330188679245283,71.0,19.0,0.3653846153846153,33.0,4.0,10.0,0.2857142857142857,4.0,9.0,0.5,8.0
Cutter Gauthier,8483445,2004-01-19,ANA,924.6666666666664,15:25,1,924.6666666666664,15:25,0,1,1,1,3,0%,F,,,,,,,,,,,,,,,,,
Scott Sabourin,8477149,1992-07-30,SJS,1668.883333333334,27:49,3,556.2944444444447,9:16,0,0,0,0,3,0%,F,,,,,,,,,,,,,,,,,
Glenn Gawdin,8478446,1997-03-25,ANA,455.1666666666659,7:35,1,455.1666666666659,7:35,0,0,0,-1,0,0%,F,,,,,,,,,,,,,,,,,
Riley Nash,8474062,1989-05-09,NYR,664.0000000000001,11:04,1,664.0000000000001,11:04,0,0,0,0,1,0%,F,,,,,,,,,,,,,,,,,
Jayson Megna,8477126,1990-02-01,BOS,704.0666666666675,11:44,1,704.0666666666675,11:44,0,0,0,0,1,0%,F,,,,,,,,,,,,,,,,,
Max McCormick,8476323,1992-05-01,SEA,336.6833333333344,5:37,1,336.6833333333344,5:37,0,0,0,0,0,0%,F,,,,,,,,,,,,,,,,,
Colin White,8478400,1997-01-30,MTL,15982.76666666667,266:23,28,570.8130952380953,9:31,0,0,0,-5,20,0%,F,7.011725824749968,-3.0117258247499668,12.74409517819632,-1.7440951781963283,197.0,0.4236559139784946,268.0,97.0,0.4127659574468085,138.0,18.0,24.0,0.4285714285714285,39.0,58.0,0.4320987654320987,46.0
John Hayden,8477401,1995-02-14,SEA,807.1833333333328,13:27,2,403.5916666666664,6:44,0,0,0,-1,1,0%,F,,,,,,,,,,,,,,,,,
Anton Blidh,8477320,1995-03-14,NYR,316.1666666666675,5:16,1,316.1666666666675,5:16,0,0,0,-1,0,0%,F,,,,,,,,,,,,,,,,,
Jujhar Khaira,8476915,1994-08-13,MIN,485.64,8:06,1,485.64,8:06,0,0,0,0,1,0%,F,,,,,,,,,,,,,,,,,
Justin Kirkland,8477993,1996-08-02,ARI,863.8833333333363,14:24,2,431.94166666666814,7:12,0,0,0,0,1,0%,F,,,,,,,,,,,,,,,,,
Oskar Lindblom,8478067,1996-08-15,SJS,721.3833333333347,12:01,1,721.3833333333347,12:01,0,0,0,-1,0,0%,F,,,,,,,,,,,,,,,,,
Adam Gaudette,8478874,1996-10-03,STL,1172.9999999999984,19:33,2,586.4999999999992,9:46,0,0,0,0,0,0%,F,,,,,,,,,,,,,,,,,
Rem Pitlick,8479514,1997-04-02,CHI,8409.31666666667,140:09,9,934.3685185185188,15:34,0,0,0,-7,9,0%,F,5.67910483830347,-4.67910483830347,4.3607102526996,2.6392897473004013,142.0,0.5358490566037736,123.0,68.0,0.544,57.0,13.0,10.0,0.5652173913043478,32.0,24.0,0.4516129032258064,17.0
Joona Koppanen,8479533,1998-02-25,PIT,1866.0999999999951,31:06,4,466.5249999999989,7:47,0,0,0,0,4,0%,F,,,,,,,,,,,,,,,,,
Rhett Gardner,8479587,1996-02-28,PHI,444.54999999999814,7:25,1,444.54999999999814,7:25,0,0,0,0,0,0%,F,,,,,,,,,,,,,,,,,
Brett Murray,8479419,1998-07-20,BUF,947.2999999999984,15:47,2,473.6499999999992,7:54,0,0,0,-1,1,0%,F,,,,,,,,,,,,,,,,,
Samuel Laberge,,,NJD,371.1266666666667,6:11,2,185.56333333333336,3:06,0,0,0,0,0,0%,F,,,,,,,,,,,,,,,,,
Andrew Poturalski,8479249,1994-01-14,SEA,824.3166666666663,13:44,2,412.15833333333313,6:52,0,0,0,-1,0,0%,F,,,,,,,,,,,,,,,,,
Marian Studenic,8480226,1998-10-28,SEA,968.8333333333356,16:09,2,484.4166666666678,8:04,0,0,0,-1,1,0%,F,,,,,,,,,,,,,,,,,
Raphaël Lavoie,8481534,2000-09-25,EDM,3028.0033333333263,50:28,7,432.57190476190374,7:13,0,0,0,-2,3,0%,F,1.7519204632574017,-1.7519204632574017,1.8236680468557185,0.176331953144282,46.0,0.4946236559139785,47.0,23.0,0.4893617021276595,24.0,6.0,3.0,0.6666666666666666,7.0,11.0,0.4117647058823529,10.0
Bokondji Imama,8478147,1996-08-03,OTT,2010.4999999999984,33:30,6,335.0833333333331,5:35,0,0,0,1,2,0%,F,,,,,,,,,,,,,,,,,
Brian Halonen,8483531,1999-01-11,NJD,988.7333333333332,16:29,2,494.36666666666656,8:14,0,0,0,0,3,0%,F,,,,,,,,,,,,,,,,,
Alex Steeves,8482634,1999-12-10,TOR,614.6500000000016,10:15,1,614.6500000000016,10:15,0,0,0,-1,1,0%,F,,,,,,,,,,,,,,,,,
Shane Bowers,8480032,1999-07-30,NJD,4527.300000000004,75:27,8,565.9125000000005,9:26,0,0,0,1,6,0%,F,1.966081953957711,1.033918046042289,3.0113558639177525,-1.0113558639177522,55.0,0.4545454545454545,66.0,31.0,0.4366197183098591,40.0,6.0,8.0,0.4285714285714285,8.0,7.0,0.3809523809523809,13.0
